status,id_action_or_relation,subject,action_or_relation,action_or_relation_english,action_or_relation_middle_english,action_or_relation_synonyms,actant1_valency,actant1,actant2_valency,actant2,action_or_relation_type,subtype1,subtype2,subtype3,subtype4,parent_id,parent_label,parent_label_english,components_id,components_label,components_label_english,quasisynonym_id,quasisynonym_label,quasisynonym__label_english,related_entity_id,related_entity_label,related_entity_label_english,tags,dissidence_or_compliance_level,tie_value_subject_actant1,tie_value_subject_actant2,reciprocal_relation_actant1_subject_id,reciprocal_relation_actant1_subject,reciprocal_relation_actant1_subject_english,reciprocal_relation_actant2_subject_id,reciprocal_relation_actant2_subject,reciprocal_relation_actant2_subject_english,rule_time,rule_duration,rule_frequency,rule_location_where,rule_location_from,rule_location_to,rule_dissidence_level,rule_compliance_level,text_example,note,recommendation
approved,A0145,[] Person | [] Group,"""voluit""",wanted (st),,,"4 | 4inf | ""quod""",[] Statement | [] Concept,NULL,NULL,cognitive,wish,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,"""desideratum fuit""",was wanted by,NULL,NULL,NULL,1,1,1,1,NA,NA,,,,,
approved,A0202,[] Person | [] Group,"""vovit""",made a vow (to sb - [concerning st]),,,3,[] Person | [] Group,NULL | ???,[] Concept | [] Statement,interaction,vow,making a vow,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,votum,,positive,positive,???,#N/A,#N/A,???,#N/A,#N/A,1,1,1,1,NA,NA,,,"""de quibusdam dominabus que voverunt illi sancte Guillelme, et precibus illius obtinuerunt adeo quod ipse petebant"" (Guglielmites p. 58)",,
approved,A0104,[] Person | [] Group,"""warantor""",guarantor (for Text part),,,NULL,[] Text part,NULL,NULL,relation,trial,social role,guarantor,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,C0147,warantor,guarantor,,,neutral,NA,,???,is guaranteed by,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,The document has a date and place but the role of a person towards the document does not have any date and place.,
approved,A0014,[] Statement,NULL,confirms,,,NULL,[] Statement,NULL,NULL,logical,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,NA,positive,,,NULL,is confirmed by,,#N/A,#N/A,NA,NA,NA,NA,NA,NA,,,,"Stronger than ""corroborates"".",
approved,A0015,[] Statement,NULL,contradicts,,,NULL,[] Statement,NULL,NULL,logical,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,NA,negative,,,NULL,contradicts,,#N/A,#N/A,NA,NA,NA,NA,NA,NA,,,,,
approved,A0013,[] Statement,NULL,corroborates,,,NULL,[] Statement,NULL,NULL,logical,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,NA,positive,,,NULL,is corroborated by,,#N/A,#N/A,NA,NA,NA,NA,NA,NA,,,,,
approved,A0101,[] Any,NULL,does not exist,,,NULL,NULL,NULL,NULL,logical,non-existence,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,NA,,,,NULL,NULL,,#N/A,#N/A,NA,NA,NA,NA,NA,NA,,,,,
approved,A0100,[] Any,NULL,exists,,,NULL,NULL,NULL,NULL,logical,existence,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,NA,,,,NULL,NULL,,#N/A,#N/A,NA,NA,NA,NA,NA,NA,,,,,
approved,A0093,[] Any,NULL,has,,,NULL,Concept,NULL,[] Any,logical,property,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,NA,undefined,undefined,A0001,NULL,is,A0010,NULL,is a property of,O,O,O,O,NA,NA,,,,"Property type = actant1, property value/target = actant2. Some attributes can have time, e.g. someone can be a resident of Milan (or be unmarried and then married) at some time. Also location is allowed, e.g. one can have the office of ""inquisitor heretice pravitatis"" in Lombardy and March of Genoa. Technically, these are A/R properties (A/R modifiers): they do not pertain to the inquisitor but to the ""has"" predicate.
The label of A0093 was ""has attribute"", then ""has property"", then ""has only"" (see https://docs.google.com/document/d/1GMAsDJJIa4YuOKwiDLQKt6pSPud71lhUNf3sb6XkGyU/edit# for the history of and reasons for changes).",
approved,A0003,[] Any,NULL,includes,,,NULL,[] Any,NULL,NULL,logical,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,NA,,,,NULL,is part of,,#N/A,#N/A,NA,NA,NA,NA,NA,NA,,,,,
approved,A0010,[] Any,NULL,is a property of,,,NULL,[] Any,NULL,NULL,logical,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,NA,,,,NULL,has property,,#N/A,#N/A,NA,NA,NA,NA,NA,NA,,,,,
approved,A0004,[] Any,NULL,is an instance of,,,NULL,[] Any,NULL,NULL,logical,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,NA,,,,NULL,has instance,,#N/A,#N/A,NA,NA,NA,NA,NA,NA,,,,,
approved,A0011,[] Any,NULL,is cause of,,,NULL,[] Any,NULL,NULL,logical,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,NA,,,,NULL,is caused by,,#N/A,#N/A,NA,NA,NA,NA,NA,NA,,,,,
approved,A0009,[] Any,NULL,is different from,,,NULL,[] Any,NULL,NULL,logical,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,NA,,,,NULL,is different from,,#N/A,#N/A,NA,NA,NA,NA,NA,NA,,,,,
approved,A0006,[] Any,NULL,is identical to,,,NULL,[] Any,NULL,NULL,logical,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,NA,,,,NULL,is identical to,,#N/A,#N/A,NA,NA,NA,NA,NA,NA,,,,,
discouraged,A0007,[] Any,NULL,is not identical to,,,NULL,[] Any,NULL,NULL,logical,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,NA,,,,NULL,is not identical to,,#N/A,#N/A,NA,NA,NA,NA,NA,NA,,,,,"Use A0006 is identical + modality ""no"" instead."
approved,A0002,[] Any,NULL,is part of,,,NULL,[] Any,NULL,NULL,logical,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,NA,,,,NULL,"includes
",,#N/A,#N/A,NA,NA,NA,NA,NA,NA,,,,,
approved,A0012,[] Any,NULL,is reason for,,,NULL,[] Any,NULL,NULL,logical,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,NA,,,,NULL,ís conditioned by,,#N/A,#N/A,NA,NA,NA,NA,NA,NA,,,,,
approved,A0005,[] Any,NULL,is related to,,,NULL,[] Any,NULL,NULL,logical,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,NA,,,A0005,NULL,is related to,,#N/A,#N/A,NA,NA,NA,NA,NA,NA,,,,Only for general relationship pointer where fuller semantics is not possible to make. Mostly avoid.,
approved,A0008,[] Any,NULL,is similar to,,,NULL,[] Any,NULL,NULL,logical,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,NA,,,A0008,NULL,is similar to,,#N/A,#N/A,NA,NA,NA,NA,NA,NA,,,,,
approved,A0094,[] Object,NULL,is worth,,,NULL,[] Object,NULL,NULL,logical,value,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,NA,,,,NULL,is price for,,#N/A,#N/A,NA,NA,NA,NA,NA,NA,,,,,
approved,A0016,[] Statement,NULL,refutes,,,NULL,[] Statement,NULL,NULL,logical,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,NA,,,,NULL,is refuted by,,#N/A,#N/A,NA,NA,NA,NA,NA,NA,,,,"Stronger than ""contradicts"".",
discouraged,A0017,[] Person | [] Group,NULL,is member of,,,NULL,[] Group,NULL,NULL,social relation,membership,,,,A0002,NULL,is part of,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,NA,,,,NULL,has member,,#N/A,#N/A,1,1,NA,NA,NA,NA,,,,"This is usually inferred rather than completely explicit (then, put type nr. 3 in the relevant col.). #Even (sub)group can be part of a group.","Use A0093 + C0295 ""particeps"" instead. A0017 was in fact only for an inferred (elvl 3) version of this, but this is handled by the statement_category (1/2/3)."
approved,A0159,[] Any,NULL,is a version of,,,NULL,[] Any,NULL,NULL,logical,version,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,NA,neutral,NA,,NULL,has version,NULL,NULL,NULL,NA,NA,NA,NA,NA,NA,,,,,
discouraged,A0187,[] Statement | [] Event | [] Object,NULL,has location,,,NULL,[] Location,NULL,NULL,logical,location,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,NA,neutral,NA,,#N/A,#N/A,NULL,NULL,NULL,1,1,1,NA,NA,NA,,,,,"Use A0093 + C location where (or location to and/or location from) + L instead. We unified modifiers, time and place relations, and attributes under one A0093 syntax in May 2020."
discouraged,A0188,[] Statement | [] Event | [] Object,NULL,has same location,,,NULL,[] Statement | [] Event | [] Object,NULL,NULL,logical,location,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,NA,neutral,NA,A0188,NULL,has same location,NULL,NULL,NULL,NA,NA,NA,NA,NA,NA,,,,,"Use A0093 + C same location + target A instead. We unified modifiers, time and place relations, and attributes under one A0093 syntax in May 2020."
approved,A0001,[] Any,NULL,is,,,1,[] Any,NULL,NULL,logical,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,NA,neutral,NA,,#N/A,#N/A,NULL,NULL,NULL,NA,NA,NA,NA,NA,NA,,,,,
discouraged,A0239,[] Statement,NULL,refers to the same action,,,NULL,[] Statement,NULL,NULL,logical,reference,action identity,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,NA,neutral,NA,A0239,NULL,refers to the same action,NULL,NULL,NULL,NA,NA,NA,NA,NA,NA,,,,,"Use A0093 + C0353 identical event + target A instead. We unified modifiers, time and place relations, and attributes under one A0093 syntax in May 2020."
discouraged,A0242,Statement,NULL,has multiple,,,NULL,[] Statement,NULL,NULL,logical,reference,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,NA,neutral,NA,A0242,NULL,has multiple,NULL,NULL,NULL,NA,NA,NA,NA,NA,NA,,,,,"Use A0093 + C multiple + target A instead. We unified modifiers, time and place relations, and attributes under one A0093 syntax in May 2020."
discouraged,A0241,[] Any,NULL,has modifier,,,NULL,[] Concept | [] Value,NULL,NULL,logical,modifier,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,NA,,NA,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,"We unified modifiers, time and place relations, and attributes under one A0093 syntax in May 2020."
discouraged,A0249,[] Statement,NULL,has time relation (to st),,,NULL,[] Statement,NULL,NULL,logical,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,NA,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,"We unified modifiers, time and place relations, and attributes under one A0093 syntax in May 2020."
,A0277,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,A0278,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,A0279,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,A0280,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,A0281,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,A0282,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,A0283,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,A0284,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,A0285,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,A0286,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,A0287,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,A0288,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,A0289,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,A0290,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,A0291,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,A0292,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,A0293,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,A0294,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,A0295,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,A0296,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,A0297,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,A0298,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,A0299,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,A0300,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,A0301,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,A0302,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,A0303,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,A0304,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,A0305,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,A0306,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,A0307,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,A0308,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,A0309,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,A0310,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,A0311,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,A0312,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,A0313,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,A0314,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,A0315,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,A0316,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,A0317,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,A0318,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,A0319,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,A0320,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,A0321,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,A0322,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,A0323,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,A0324,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,A0325,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,A0326,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,A0327,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,A0328,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,A0329,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,A0330,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,A0331,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,A0332,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,A0333,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,A0334,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,A0335,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,A0336,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,A0337,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,A0338,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,A0339,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,A0340,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,A0341,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,A0342,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,A0343,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,A0344,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,A0345,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,A0346,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,A0347,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,A0348,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
,A0349,,,,,,,,,,,,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
