status,id_action_or_relation,subject,action_or_relation,action_or_relation_english,action_or_relation_middle_english,action_or_relation_synonyms,actant1_valency,actant1,actant2_valency,actant2,action_or_relation_type,subtype1,subtype2,subtype3,subtype4,parent_id,parent_label,parent_label_english,components_id,components_label,components_label_english,quasisynonym_id,quasisynonym_label,quasisynonym__label_english,related_entity_id,related_entity_label,related_entity_label_english,tags,dissidence_or_compliance_level,tie_value_subject_actant1,tie_value_subject_actant2,reciprocal_relation_actant1_subject_id,reciprocal_relation_actant1_subject,reciprocal_relation_actant1_subject_english,reciprocal_relation_actant2_subject_id,reciprocal_relation_actant2_subject,reciprocal_relation_actant2_subject_english,rule_time,rule_duration,rule_frequency,rule_location_where,rule_location_from,rule_location_to,rule_dissidence_level,rule_compliance_level,text_example,note,recommendation
approved,A0272,[] Person | [] Group,???,hired (from sb - st),,,,[] Person | [] Group,4,[] Object,interaction,flow,resources flow,hiring,hiring something,,#N/A,#N/A,NA,NA,NA,,#N/A,#N/A,,#VALUE!,#VALUE!,,not safely inferable,neutral,neutral,A0271,"""locavit""",rented (to sb - st),???,#N/A,#N/A,R,O,O,O,NA,NA,,,,,
approved,A0168,[] Person | [] Group,"""abiurationem recepit""",received abjuration (from sb - [concerning st]),,,"""a"" + 6 | 2",[] Person | [] Group,NULL | ???,NULL | [] Concept | [] Statement,interaction,trial,abjuration,receiving abjuration,,,#N/A,#N/A,C0076 #A0077,"abiuratio
#""recepit"" ","abjuration
#received (from sb - st)",,#N/A,#N/A,,#VALUE!,#VALUE!,,NA,exercise of power over sb,negative,A0018,"""abiuravit""",abjured (in front of sb - [st]),,#N/A,#N/A,1,NA,1,1,NA,NA,,,,,
approved,A0018,[] Person | [] Group,"""abiuravit""",abjured (in front of sb - [st]),,,"""coram"" + 6",[] Person | [] Group,NULL | 4 ,NULL | [] Concept | [] Statement,interaction,trial,abjuration,making abjuration,,,#N/A,#N/A,,#VALUE!,#VALUE!,A0215,"""revocavit""",retract (in front of sb - [st]),C0076,abiuratio,abjuration,,compliant,object of the exercise of power,,A0168,"""abiurationem recepit""",received abjuration (from sb - [concerning st]),,#N/A,#N/A,1,NA,1,1,NA,NA,,,,,
approved,A0214,[] Person | [] Group,"""absolutus/a fuit""",was absolved (by sb - [from some punishment]),,,"""per"" + 4",[] Person | [] Group,"NULL | ""de"" + 6",NULL | [] Concept | [] Statement,interaction,trial,absolution,receiving absolution,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,object of the exercise of power,neutral,A0213,"""absolvit""",absolved (sb - [from some punishment]),???,#N/A,#N/A,1,NA,1,1,NA,NA,,,,,
approved,A0213,[] Person | [] Group,"""absolvit""",absolved (sb - [from some punishment]),,,4,[] Person | [] Group,"NULL | ""de"" + 6",NULL | [] Concept | [] Statement,interaction,trial,absolution,giving absolution,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,exercise of power over sb,neutral,A0214,"""absolutus/a fuit""",was absolved (by sb - [from some punishment]),???,#N/A,#N/A,1,NA,1,1,NA,NA,,,,,
approved,A0019,[] Person | [] Group,"""accepit""",received (from sb - st),,,"""a"" + 6
",[] Person | [] Group,4,[] Object,interaction,transfer,receiving,,,,#N/A,#N/A,,#VALUE!,#VALUE!,A0077,"""recepit"" ",received (from sb - st),,#VALUE!,#VALUE!,,,,,,dedit,gave,,#N/A,#N/A,1,1,1,1,NA,NA,,,,,
approved,A0124,[] Person | [] Group,"""accusatus""",accused (by sb - [of st]),,,"""per"" + 4",[] Person | [] Group,"NULL | ""de"" + 6",NULL | [] Concept,interaction,trial,accusation,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,object of the exercise of power,,,"""accusavit""",accused,NULL,NULL,NULL,1,NA,1,1,NA,NA,,,,,
approved,A0179,[] Text part,"""actum""",issued (by sb's authority),,,"""coram"" + 6",[] Person | [] Group,NULL,NULL,action,trial,issuing of document,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,,,NULL,NULL,NULL,1,NA,NA,1,NA,NA,,,"""Actum Mediolani ... coram suprascripto fratre Gui­done inquisitore""",,
approved,A0020,[] Person | [] Group,"""adamabat""",loved (sb),,,4,[] Person | [] Group,NULL,NULL,feeling,love,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,positive,,,"""amatus/a fuit""",was loved by,,#N/A,#N/A,1,1,NA,NA,NA,NA,,,,,
approved,A0138,[] Person | [] Group,"""adductus fuit""",was brought (by sb - before sb),,,"""per"" + 4
",[] Person | [] Group,"""coram"" + 6",[] Person | [] Group,interaction,trial,taking in for questioning,,,A0255,"""adductus fuit""",was brought (by sb - [to sb]),,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,object of the exercise of power,,A0139,"""adduxit""",brought (sb - before sb),A0121,"""comparuit""",appeared in court (before sb - [because of st]),1,NA,1,NA,1,1,,,"""vocati fuerunt et adducti coram nobis inquisitore prefato"" (GuiSent I, p. 854)",,
approved,A0255,[] Person | [] Group,"""adductus fuit""",was brought (by sb - [to sb]),,,"""per"" + 4
",[] Person | [] Group,"NULL | ""ad"" + 4",[] Person | [] Group,interaction,accompanying,companionship of voyage,being brought somewhere,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,neutral,neutral,A0256,"""adduxit""",brought (sb - [to sb]),NULL,#N/A,#N/A,O,O,O,NA,O,O,,,,,
approved,A0139,[] Person | [] Group,"""adduxit""",brought (sb - before sb),,,4,[] Person | [] Group,"""coram"" + 6",[] Person | [] Group,interaction,trial,taking in for questioning,,,A0256,"""adduxit""",brought (sb - [to sb]),,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,exercise of power over sb,,A0138,"""adductus fuit""",was brought (by sb - before sb),A0121,"""comparuit""",appeared in court (before sb - [because of st]),1,NA,1,NA,1,1,,,,,
approved,A0256,[] Person | [] Group,"""adduxit""",brought (sb - [to sb]),,,4,[] Person | [] Group,"NULL | ""ad"" + 4",[] Person | [] Group,interaction,accompanying,companionship of voyage,bringing somebody somewhere,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,neutral,neutral,A0255,"""adductus fuit""",was brought (by sb - [to sb]),NULL,#N/A,#N/A,O,O,O,NA,O,O,,,,,
approved,A0021,[] Person | [] Group,"""adoravit""",adored (sb),,,4,[] Person | [] Group,NULL,NULL,interaction,greeting,ritual,adoratio,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,???,received adoration from,,#N/A,#N/A,R,O,O,R,NA,NA,,,,,
discouraged,A0235,[] Person | [] Group,"""affinis""",affine (of sb),,,2,[] Person | [] Group,NULL,NULL,social relation,kinship,affinity,,,A0237,"""affinis""/""cognatus""",kinsperson (cognate/affine) (of sb),,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,A0235,"""affinis""",affine (of sb),NULL,NULL,NULL,1,1,NA,NA,NA,NA,,,,,Use A0093 + appropriate Concept instead.
discouraged,A0237,[] Person | [] Group,"""affinis""/""cognatus""",kinsperson (cognate/affine) (of sb),,,2,[] Person | [] Group,NULL,NULL,social relation,kinship,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,A0237,"""affinis""/""cognatus""",kinsperson (cognate/affine) (of sb),NULL,NULL,NULL,1,1,NA,NA,NA,NA,,,,,Use A0093 + appropriate Concept instead.
approved,A0250,[] Person | [] Group,"""affirmavit""",affirmed (st),,,"4 | 4inf | ""quod""",[] Concept | [] Statement,NULL,NULL,action,flow,information flow,affirmation,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,positive,NA,???,#N/A,#N/A,NULL,NULL,NULL,R,O,O,R,NA,NA,,,,,
approved,A0223,[] Person | [] Group,"""amicitiam habuit""",was friends (with sb),,,2,[] Person | [] Group,NULL,NULL,social relation,friendship,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,A0224,"""amicus/a""",friend (of sb),,#VALUE!,#VALUE!,,,positive,NA,A0223,"""amicitiam habuit""",was friends (with sb),NULL,NULL,NULL,1,1,1,1,NA,NA,,,"""si unquam ha­buerat familiaritatem vel notitiam seu amicitiam alicuius heretici vel heretice"" (Guglielmites p. 56)",,
discouraged,A0224,[] Person | [] Group,"""amicus/a""",friend (of sb),,,2,[] Person | [] Group,NULL,NULL,social relation,friendship,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,A0223,"""amicitiam habuit""",was friends (with sb),,#VALUE!,#VALUE!,,,positive,NA,A0224,"""amicus/a""",friend (of sb),NULL,NULL,NULL,1,1,1,1,NA,NA,,,,Symmetrical reciprocation that my friend will also consider me their friend is of course simplified - but it will probably work well for inquisitorial sources.,Use A0093 + appropriate Concept instead.
approved,A0251,[] Person | [] Group,"""apprehendit""",understood,,,"4 | 4inf | ""quod""",[] Concept | [] Statement,NULL,NULL,cognitive,knowledge,understanding,understanding st,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,neutral,NA,??? apprehensum fuit,#N/A,#N/A,,#N/A,#N/A,R,O,O,R,NA,NA,,,"""but he never cowde perceyve their techings nor geve any hert therunto tyll this yere last past"" (Kent)",,
approved,A0151,[] Person | [] Group,"""asseruit""",affirmed (in front of sb - st),,"""dixit""","3 | ""coram + 6",[] Person | [] Group,"4 | 4inf | ""quod""",[] Statement | [] Concept,interaction,flow,information flow,affirmation,,,#N/A,#N/A,,#VALUE!,#VALUE!,A0152,"""dixit""",said/affirmed (in front of sb - st),,#VALUE!,#VALUE!,,,neutral,positive,A0022,"""audivit""",heard (from sb - st),???,"""dictum fuit""",was said (by sb),1,1,1,1,NA,NA,,,,,
approved,A0123,[] Person | [] Group,"""associavit""",accompanied (sb),,,4,[] Person | [] Group,NULL,NULL,interaction,accompanying,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,A0123,"""associavit""",accompanied (sb),NULL,NULL,NULL,1,1,1,1,1,1,,,"""et aliquando associavit Valdenses de loco ad locum"" (GuiSent II, p. 1128) #""duxit et asso­ciavit de terra ista usque in Lombardiam dictum Amelium de Perlis"" (GuiSent I, p. 232)","""Associavit"" is more ""accompanied from place to place"", i.e. that associavit cannot replace ""habuit in societate sua"". This meaning, i.e. accompanying sb from place to place, is systematically the case in GuiSent at least until p. 428.
",
discouraged,A0023,[] Person | [] Group,"""audivit (predicare)""",heard (sb preaching),,,2,[] Person | [] Group,4,"""predicationem""",interaction,meeting,information flow,hearing sermon,,A0022,"""audivit""",heard (from sb - st),,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,"""predicavit""",preached to,,#N/A,#N/A,1,"NA
",1,1,NA,NA,,,,,Use the general audivit and the C0061 predicatio.
approved with recommendation,A0022,[] Person | [] Group,"""audivit""",heard (from sb - st),,,"""a"" + 6",[] Person | [] Group,"4inf | ""quod""",[] Statement | [] Concept,interaction,flow,information flow,hearing,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,neutral,neutral,A0037,"""dixit""",told (sb - st),???,"""auditum fuit""",was heard (by sb),1,1,1,1,NA,NA,,,,,Distinguish hearing st (A0022) from hearing about st (A0216)
approved with recommendation,A0221,[] Person | [] Group,"""audivit""",heard (st) (not for interaction!),,,"4inf | ""quod""",[] Statement | [] Concept,NULL,NULL,action,information flow,hearing,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,neutral,NA,???,"""auditum fuit""",NULL,NULL,NULL,NULL,1,1,1,1,NA,NA,,,,,"Never use this when the interactant can be supplied! Only for the general ""I heard that""."
approved with recommendation,A0216,[] Person | [] Group,"""audivit"" (ab alqo - de alqo / alqa re)",heard (from sb - ABOUT st/sb),,,"""a"" + 6",[] Person | [] Group,"""de"" + 6",[] Concept | [] Person | [] Group | [] Event | [] Statement,interaction,flow,information flow,hearing,,,#N/A,#N/A,,#VALUE!,#VALUE!,A0022,"""audivit""",heard (from sb - st),,#VALUE!,#VALUE!,,,neutral,neutral,A0217,"""dixit"" (de)",told (sb - ABOUT st/sb),???,#N/A,#N/A,1,1,1,1,NA,NA,,,,,Distinguish hearing st (A0022) from hearing about st (A0216)
approved with recommendation,A0238,[] Person | [] Group,"""audivit"" (de alqo / alqa re - [alqd])",heard (ABOUT sb/st - [st / that...]) (not for interaction!),,,"""de"" + 6",[] Concept | [] Person | [] Group | [] Event | [] Statement,"NULL | ""quod""",NULL | [] Statement | [] Concept,action,information flow,hearing,,,,#N/A,#N/A,,#VALUE!,#VALUE!,A0221,"""audivit""",heard (st) (not for interaction!),,#VALUE!,#VALUE!,,,neutral,NA,???,,,???,"""auditum fuit""",was heard (by sb),1,1,1,1,NA,NA,,,,,"Never use this when the interactant can be supplied! Only for the general ""I heard about st/sb""."
approved,A0024,[] Person | [] Group,"""benedixit""",blessed (sb/st - [for st]),,,3,[] Person | [] Group | [] Object,"NULL | ""de"" + 6",NULL | [] Concept | [] Statement,action,benediction,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,positive,,,"""benedicitur""",was blessed,,#N/A,#N/A,R,O,O,R,NA,NA,,,,,
approved,A0186,[] Person | [] Group,"""bibit""",drank (with sb - [sth]),,,"""cum"" + 6",[] Person | [] Group,"""de"" + 6 | 4 | NULL",[] Concept | NULL,interaction,meal,common meal,drinking together,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,A0186,"""bibit""",drank (with sb - [sth]),,#N/A,#N/A,1,1,1,1,NA,NA,,,,,
approved,A0182,[] Person | [] Group,"""captus fuit (extra tempus gracie)""",was captured outside the period of grace (by sb - [because of st]),,,"""per"" + 4
",[] Person | [] Group,"NULL | ""pro"" + 6 | ""quia""",NULL | [] Concept | [] Statement,interaction,capturing,,,,A0132,"""captus fuit""",was captured (by sb - [because of st]),,#VALUE!,#VALUE!,,#N/A,#N/A,C0165,extra tempus gracie,outside the period of grace,,,object of the exercise of power,object of the exercise of power,,,,,"""causa captationis fuit""",was reason for capturing,1,NA,1,1,NA,NA,,,,Et fuit captus pro heresi et non fuit in tempore gratie.,
approved,A0132,[] Person | [] Group,"""captus fuit""",was captured (by sb - [because of st]),,,"""per"" + 4
",[] Person | [] Group,"NULL | ""pro"" + 6 | ""quia""",NULL | [] Concept | [] Statement,interaction,capturing,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,object of the exercise of power,object of the exercise of power,A0133,#REF!,captured,,"""causa captationis fuit""",was reason for capturing,1,NA,1,1,NA,NA,,,,,
approved,A0133,[] Person | [] Group,"""cepit""
",captured (sb - [because of st]),,,4,[] Person | [] Group,"NULL | ""pro"" + 6 | ""quia""",NULL | [] Concept | [] Statement,interaction,capturing,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,exercise of power over sb,exercise of power over sb,A0132,"""captus fuit""",was captured (by sb - [because of st]),,"""causa captationis fuit""",was reason for capturing,1,NA,1,1,NA,NA,,,,,
approved,A0120,[] Person | [] Group,"""citatus/a""",was summoned (by sb - [because of st]),,,"""per"" + 4",[] Person | [] Group,"NULL | ""pro"" + 6 | ""quia""",NULL | [] Concept | [] Statement,interaction,trial,citation,summons,being summoned,,#N/A,#N/A,,#VALUE!,#VALUE!,A0136,"""vocatus/a fuit""",was summoned (by sb - [concerning st]),,#VALUE!,#VALUE!,,,object of the exercise of power,,A0170,"""citavit""",summoned (sb - [for st]),,"""causa citationis fuit""",was reason for summons,1,NA,1,1,NA,NA,,,,,
approved,A0170,[] Person | [] Group,"""citavit""",summoned (sb - [for st]),,,4,[] Person | [] Group,"NULL | ""pro"" + 6",NULL | [] Concept,interaction,trial,citation,summons,summoning somebody,,#N/A,#N/A,,#VALUE!,#VALUE!,A0137,"""vocavit""",summoned (sb - [concerning st]),,#VALUE!,#VALUE!,,,exercise of power over sb,,A0120,"""citatus/a""",was summoned (by sb - [because of st]),,"""causa citationis fuit""",was reason for summons,1,NA,1,1,NA,NA,,,,,
discouraged,A0236,[] Person | [] Group,"""cognatus""",cognate (of sb),,,2,[] Person | [] Group,NULL,NULL,social relation,kinship,consanguinity,,,A0237,"""affinis""/""cognatus""",kinsperson (cognate/affine) (of sb),,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,A0236,"""cognatus""",cognate (of sb),NULL,NULL,NULL,1,NA,NA,NA,NA,NA,,,,,Use A0093 + appropriate Concept instead.
approved,A0025,[] Person | [] Group,"""cognovit""",recognized (sb/st),,,4,[] Person | [] Group | [] Object,NULL,NULL,cognitive,recognition,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,neutral,,,"""recognitus/a fuit""",was recognized by,,#N/A,#N/A,1,1,1,1,NA,NA,,,,,
approved,A0185,[] Person | [] Group,"""collocavit""",employed (sb - [in/on st]),,,4,[] Person | [] Group,NULL | ???,NULL | [] Concept | [] Object,social relation,work,service,getting service,employing,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,neutral,neutral,A0183,"""operatus est (pro)""",worked (for sb - [on st]),,#N/A,#N/A,1,1,1,1,NA,NA,,,,,
discouraged,A0027,[] Person | [] Group,"""comedit""",ate (food blessed by),,,"""a"" + 6",[] Person | [] Group | NULL,"""de"" + 6 | 4",[] Object,action,eating,eating blessed food,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,NULL,NULL,,#N/A,#N/A,1,1,1,1,NA,NA,,,"""interfuit cene Valdensium et comedit de pane et piscibus benedictis ab eis"" (reg. Sella)","This is not necessarily an interaction because sometimes blessed food is ate in solitude, therefore ""action"" and not ""interaction"".",Use A0171 instead.
approved,A0026,[] Person | [] Group,"""comedit""",ate (with sb - [st]),,,"""cum"" + 6",[] Person | [] Group,"""de"" + 6 | 4",[] Object | NULL,interaction,meal,common meal,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,"""comedit""",ate with,,#N/A,#N/A,1,1,1,1,NA,NA,,,,,
approved,A0171,[] Person | [] Group,"""comedit""",ate ([st]),,,4,[] Object | [] Concept,NULL,NULL,action,meal,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,neutral,neutral,,,was eaten by,NULL,NULL,NULL,1,1,1,1,NA,NA,,,,,
approved,A0269,[] Person | [] Group,"""commendavit""",recommended (sb - sb/st),,,3,[] Person | [] Group,4,[] Person | [] Group | [] Concept | [] Statement | [] Event,interaction,flow,information flow,laudatio,,,#N/A,#N/A,NA,NA,NA,,#N/A,#N/A,,#VALUE!,#VALUE!,,not safely inferable,neutral,positive,,#N/A,#N/A,,#N/A,#N/A,O,O,O,O,NA,NA,O,NA,"""et ipse commendavit eo sectam Valdensium""",,
approved,A0252,[] Person | [] Group,"""comminatus/a est""",threatened (sb - [to do st]),,minatus est,3,[] Person | [] Group,"4inf | ""ne""",[] Statement,interaction,flow,request,threatening,threatening sb,A0038,"""dixit"" (ut)",told (sb - to do st),,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,exercise of power over sb,undefined,???,#N/A,#N/A,,#N/A,#N/A,,,,,,,,,,,
approved,A0117,[] Person | [] Group,"""communicationem habuit""",had conversation (with sb - [concerning st]),,,"""cum"" + 6",[] Person | [] Group,"""de"" + 6 | ""contra"" + 4",[] Concept,interaction,conversation,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,A0031 #A0060,"""conversatus/a fuit"" #""locutus/a fuit""",had conversation (with sb - [concerning st]) #spoke (to sb - [about st]),,#VALUE!,#VALUE!,,,,,A0117,"""communicationem habuit""",had conversation (with sb - [concerning st]),,NULL,NULL,1,1,1,1,NA,NA,,,"""Et fatetur quod infra triennium emensum habuit pessimam communicationem contra sacramentum altaris, peregrinationes et ymaginum venerationes."" (Coventry, p. 178)",,
approved,A0121,[] Person | [] Group,"""comparuit""",appeared in court (before sb - [because of st]),,,"""coram"" + 6",[] Person | [] Group,"NULL | ""pro"" + 6",NULL | [] Concept,interaction,trial,appearance in court,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,object of the exercise of power,,,???,???,,???,???,1,NA,1,1,NA,NA,,,,,
approved,A0028,[] Person | [] Group,"""conduxit""",guided (sb),,,4,[] Person | [] Group,NULL,NULL,interaction,support,guiding,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,"""ductus/a fuit""",was accompanied by,,#N/A,#N/A,1,1,1,NA,1,1,,,,,
approved,A0102,[] Person | [] Group,"""confessus/a fuit""",confessed in court (to sb - [st]),,,3,[] Person | [] Group,"4 | 4inf | ""quod"" | NULL",[] Statement | [] Concept | NULL,interaction,trial,confession,making confession,,,#N/A,#N/A,,#VALUE!,#VALUE!,A0095 #A0044,"""fassus/a est"" #""fatebatur""",admitted #admitted,,#VALUE!,#VALUE!,,,object of the exercise of power,,,"""confessionem recepit""",received confession from,,"""confessum fuit""",was confessed by,1,NA,1,1,NA,NA,,,,,
discouraged,A0029,[] Person | [] Group,"""confessus/a fuit""",confessed (to sb),,,3,[] Person | [] Group,NULL,NULL,interaction,trial,confession,making confession,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,object of the exercise of power,,,"""confessionem recepit""",received confession from,,#N/A,#N/A,1,NA,1,1,NA,NA,,,"""Et fuit confessus fratri Ferrario sed non habuit ab ipso penitentiam"". ",,
approved with recommendation,A0131,[] Person | [] Group,"""confirmavit""",confirmed (to sb - st),,"""asseruit esse verum""","3 | ""coram"" + 6",[] Person | [] Group,"4 | 4inf | ""quod""",[] Statement | [] Concept,interaction,flow,information flow,saying,confirming,A0037,"""dixit""",told (sb - st),,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,neutral,positive,???,"""confirmationem audivit""",,???,"""confirmatum fuit""",was confirmed by,1,1,1,1,NA,NA,,,,,"Don't use only for confirming the content of inquisitorial questions, because the query would not recreate the positive actions/beliefs from the question in question-irrealis modality and just this confirmavit! More at https://dissinet.slack.com/archives/CK602V6CW/p1585584075037900?thread_ts=1585562515.007700&cid=CK602V6CW."
approved,A0174,[] Person | [] Group,"""congregaverunt""",gathered,,,NULL,NULL,NULL,NULL,action,meeting,meeting organization,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,NA,NA,NULL,NULL,NULL,NULL,NULL,NULL,1,1,1,1,NA,NA,,,"""fecerunt oculta con­venticula et congregationes ... et etiam predicationes"" (Guglielmites p. 52)",,
approved,A0262,[] Person | [] Group,"""consilium dedit""",advised (sb - [about st]),,,3,[] Person | [] Group,"NULL | ""de"" + 6",[] Concept | [] Statement | [] Event,interaction,flow,information flow,advice,giving advice,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,neutral,undefined,A0258,"""consuluit""",took advice (from sb - [about st]),???,#N/A,#N/A,O,O,O,O,NA,NA,,,,,
approved,A0128,[] Person | [] Group,"""constitutus/a in iudicio""",standing trial (before sb - [for st]),,,"""coram"" + 6",[] Person | [] Group,"NULL | ""pro"" + 6",NULL | [] Concept | [] Statement,interaction,trial,court sitting,standing trial,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,object of the exercise of power,object of the exercise of power,A0163,"""iudicavit""",judged (sb - [for st]),NULL,NULL,NULL,1,1,1,1,NA,NA,,,"""tu Johannes de Salvetate ... in judicio constitutus coram nobis fratre Bernardo Guidonis"" (GuiSent I, p. 854)",,
approved,A0258,[] Person | [] Group,"""consuluit""",took advice (from sb - [about st]),,,4,[] Person | [] Group,"NULL | ""de"" + 6",[] Concept | [] Statement | [] Event,interaction,flow,information flow,advice,taking advice,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,positive,NA,A0262,"""consilium dedit""",advised (sb - [about st]),???,#N/A,#N/A,O,O,O,O,NA,NA,,,"""consuluit Valdensibus super infirmitate filii sui"" (Sellan).",,
approved,A0030,[] Person | [] Group,"""contendit""",fought (against sb - [because of st]),,,"""contra"" + 4",[] Person | [] Group,"""de"" | NULL",Concept | NULL,interaction,conflict,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,negative,,,NULL,NULL,,#N/A,#N/A,1,1,1,1,NA,NA,,,,"Reciprocal symmetrical relation is not assumed (even if it mostly will be the case that the fight is mutual). But this is the kind of knowledge that should not be in the db but only at the level of query.
",
approved,A0259,[] Person | [] Group,"""contentus/a fuit""",was pleased (with st) / liked (st),,,"""cum"" + 6",[] Any,NULL,NULL,opinion,emotion,feeling,liking,,,#N/A,#N/A,NA,NA,NA,,#N/A,#N/A,,#VALUE!,#VALUE!,,not safely inferable,positive,NA,,#N/A,#N/A,,#N/A,#N/A,O,O,O,O,NA,NA,O,O,"""With the whiche redyng the said John Bampton, William Riche, Edward Walker and the said yong man were wele contentid and pleasid""",,
approved,A0158,[] Object | [] Concept,"""continet""",contains (st),,,4,[] Object | [] Concept,NULL,NULL,logical,containment,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,neutral,NA,,???,is contained in,,#N/A,#N/A,1,1,1,1,NA,NA,,,,"Differentiate ""includes"" for subseting and this general ""contains"" (e.g.: ""this book contains heresies"" is not the kind of subsetting that is done with the logical ""includes""). The criterion is not 1 vs. 3 epistemological level of statement but whether it is subsetting (> includes) or something more general (> contains).",
approved,A0031,[] Person | [] Group,"""conversatus/a fuit""",had conversation (with sb - [concerning st]),,"""conversabatur""","""cum"" + 6",[] Person | [] Group,"""de"" + 6 | NULL",Concept | NULL,interaction,conversation,,,,,#N/A,#N/A,,#VALUE!,#VALUE!,,#N/A,#N/A,,#VALUE!,#VALUE!,,,,,,"""conversatus/a fuit""",had a conversation with,,#N/A,#N/A,1,1,1,1,NA,NA,,,,,
approved,A0149,[] Person | [] Group,"""coquinabat""",cooked (for sb - [st]),,,3,[] Person | [] Group,NULL | 4,NULL | [] Concept,interaction,support,food preparation,,,,#N/A,#N/A,NA,NA,NA,A0263,"""coxit""",cooked (for sb - [st]),,#VALUE!,#VALUE!,,,neutral,,,???,???,,"""decoctus fuit""",was cooked (by sb),1,1,1,1,NA,NA,,,"""Et cum eis erant dicta Sybilia que coquinabat"" (Fournier III, p. 156)",,
